loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_interest,loan_percent_income,active_loans, loan_status
2145,22,Women,Single,employed,RENT,Home Renovation,6600000,16000000,12,811,13100000,5000000,14700000,5000000,8.12,12,4, Approved
2146,22,Women,Single,student,OWN,Home Renovation,3300000,7900000,20,829,4800000,2100000,13200000,2600000,7.88,5,5, Approved
2147,37,Men,Single,employed,RENT,Vehicle,7400000,23400000,16,700,19300000,3000000,20700000,8900000,7.34,19,4, Approved
2148,51,Women,Married,student,RENT,Home Renovation,4500000,12400000,18,719,10300000,200000,9200000,3100000,5.7,17,4, Approved
2149,40,Women,Single,employed,OWN,Education,9500000,30500000,12,430,5400000,8000000,30800000,10500000,0.55,17,5, Rejected
2150,44,Men,Single,employed,RENT,Medical,800000,3000000,4,338,900000,1000000,2600000,400000,5.66,15,2, Approved
2151,39,Men,Single,self employed,OWN,Business,4000000,13000000,4,695,6400000,6900000,15400000,4300000,0.35,3,3, Approved
2152,20,Men,Married,self employed,RENT,Medical,7000000,25700000,18,374,3400000,13700000,14900000,4500000,2.99,17,1, Rejected
2153,51,Women,Single,employed,OWN,Vehicle,3500000,8500000,18,609,7300000,0,12700000,2500000,4.96,8,3, Approved
2154,69,Men,Single,self employed,MORTGAGE,Vehicle,9700000,36000000,6,631,3500000,5500000,28500000,7500000,8.54,18,4, Approved
2155,25,Men,Married,self employed,OWN,Medical,3400000,10800000,6,439,5300000,1400000,11600000,1900000,7.55,1,2, Rejected
2156,40,Men,Single,self employed,MORTGAGE,Personal,4600000,13500000,20,837,5600000,7700000,11900000,2500000,9.92,7,2, Approved
2157,70,Men,Single,employed,MORTGAGE,Home Renovation,3800000,10400000,10,833,7500000,2500000,14100000,4200000,0.82,12,4, Approved
2158,61,Men,Single,employed,RENT,Medical,4200000,9600000,20,863,7400000,900000,9100000,3400000,6.18,19,1, Approved
2159,40,Men,Single,student,MORTGAGE,Home Renovation,2500000,8700000,4,684,0,600000,9700000,2600000,2.12,0,1, Approved
2160,52,Men,Married,student,RENT,Home Renovation,7000000,24600000,6,542,6400000,2600000,24500000,4700000,0.4,4,1, Rejected
2161,65,Women,Married,self employed,OWN,Vehicle,5300000,11500000,8,753,10000000,4200000,14400000,3000000,7.07,12,3, Approved
2162,27,Men,Single,employed,OWN,Home Renovation,6400000,14200000,2,512,1600000,9200000,23100000,3500000,4.73,18,1, Rejected
2163,52,Women,Single,self employed,OWN,Medical,3400000,8100000,12,385,6100000,4000000,10700000,4000000,4.61,9,3, Rejected
2164,24,Men,Married,employed,MORTGAGE,Education,6700000,18800000,2,749,15600000,7900000,19900000,8600000,1.74,5,4, Approved
2165,33,Women,Single,employed,OWN,Personal,4600000,10100000,4,618,2200000,100000,12900000,4300000,0.59,7,3, Approved
2166,53,Women,Single,employed,RENT,Medical,900000,2500000,4,583,1300000,800000,1800000,1100000,4.09,6,3, Approved
2167,75,Men,Single,student,MORTGAGE,Education,5100000,19900000,18,655,4400000,0,17100000,7100000,5.06,17,1, Approved
2168,61,Men,Single,employed,MORTGAGE,Business,7000000,20900000,20,380,11800000,10800000,21100000,6200000,8.29,12,1, Rejected
2169,47,Women,Married,employed,MORTGAGE,Home Renovation,4100000,14700000,6,679,6600000,3700000,10500000,5600000,0.3,8,5, Approved
2170,24,Women,Married,student,MORTGAGE,Medical,4600000,14800000,6,410,12900000,6800000,16100000,5800000,3.55,17,4, Rejected
2171,72,Men,Married,student,OWN,Vehicle,3600000,11500000,8,590,1600000,5200000,10900000,3000000,5.38,4,2, Approved
2172,37,Men,Married,employed,RENT,Business,5900000,13800000,14,397,12400000,600000,20400000,3000000,8.05,7,1, Rejected
2173,77,Women,Married,employed,RENT,Vehicle,600000,2100000,16,425,900000,500000,2300000,300000,8.9,19,4, Rejected
2174,23,Men,Single,self employed,RENT,Medical,4900000,16400000,2,383,3300000,3500000,15000000,5800000,2.95,7,4, Approved
2175,36,Women,Single,student,RENT,Business,6400000,23900000,6,406,14700000,12400000,25400000,4300000,7.22,20,2, Rejected
2176,22,Men,Single,self employed,RENT,Vehicle,7000000,19800000,10,563,3900000,9400000,22800000,8000000,4.34,0,3, Approved
2177,43,Men,Married,self employed,MORTGAGE,Vehicle,6700000,13400000,14,782,4900000,4000000,25800000,9600000,7.05,9,4, Approved
2178,27,Men,Single,self employed,RENT,Vehicle,800000,2200000,4,852,900000,200000,2200000,1000000,1.84,3,1, Approved
2179,73,Women,Single,self employed,RENT,Personal,7600000,27800000,2,753,18400000,12200000,16900000,8000000,1.25,11,5, Approved
2180,79,Men,Married,employed,MORTGAGE,Home Renovation,3200000,7600000,4,489,5000000,2900000,10600000,1900000,5.35,8,1, Rejected
2181,41,Women,Single,student,MORTGAGE,Medical,4900000,13800000,2,586,9900000,1400000,9900000,7000000,3.18,3,3, Approved
2182,35,Women,Married,student,OWN,Personal,7200000,20800000,16,560,2100000,10700000,21100000,3600000,1.37,15,4, Approved
2183,46,Women,Single,employed,RENT,Vehicle,5600000,20600000,6,487,6400000,9700000,20200000,4100000,7.52,11,1, Rejected
2184,36,Women,Married,employed,RENT,Personal,7300000,18300000,8,434,10000000,2900000,26800000,6700000,4.05,17,5, Rejected
2185,76,Women,Married,student,OWN,Medical,3300000,7000000,20,504,8200000,3200000,7300000,2500000,9.2,5,3, Rejected
2186,25,Men,Married,student,MORTGAGE,Business,9200000,25300000,4,827,25900000,15900000,19300000,11000000,9.21,7,2, Approved
2187,27,Women,Single,employed,RENT,Medical,8100000,23300000,20,657,15700000,2900000,28100000,6200000,8.52,5,4, Approved
2188,39,Women,Married,self employed,RENT,Business,6600000,21400000,10,447,12700000,11100000,20200000,6400000,5.99,14,5, Rejected
2189,70,Men,Married,student,MORTGAGE,Business,4200000,13600000,4,834,8700000,3400000,12000000,3100000,3.07,4,4, Approved
2190,29,Men,Married,student,RENT,Education,5800000,21700000,8,354,12500000,2300000,12200000,6800000,4.86,8,5, Rejected
2191,41,Men,Single,student,RENT,Medical,5600000,21000000,18,883,9800000,1600000,20900000,6000000,3.26,1,4, Approved
2192,61,Men,Single,student,MORTGAGE,Education,3600000,9900000,12,641,10300000,2400000,9100000,2700000,9.12,16,2, Approved
2193,25,Women,Single,self employed,MORTGAGE,Business,7700000,16900000,6,621,22600000,7900000,27400000,10200000,4.84,2,5, Approved
2194,63,Men,Married,self employed,MORTGAGE,Personal,7800000,23300000,10,587,12500000,9300000,27500000,9700000,3.22,17,4, Approved
2195,53,Men,Married,self employed,RENT,Medical,5700000,15400000,16,424,4700000,3000000,16400000,5600000,1.38,5,1, Rejected
2196,51,Men,Single,self employed,MORTGAGE,Personal,6300000,20500000,14,515,4300000,3600000,18300000,9100000,4.62,8,4, Rejected
2197,48,Men,Married,self employed,OWN,Vehicle,2300000,4700000,18,592,1600000,3900000,6200000,2800000,1.47,17,3, Approved
2198,58,Men,Single,self employed,RENT,Personal,9600000,19900000,6,319,3200000,16500000,28100000,6600000,0.38,1,5, Rejected
2199,80,Women,Single,employed,RENT,Education,1000000,3900000,16,360,2500000,300000,2100000,600000,8.55,6,2, Rejected
2200,69,Men,Single,self employed,OWN,Vehicle,7200000,27100000,12,535,8400000,12800000,28100000,4800000,5.72,13,5, Rejected
2201,46,Men,Married,student,OWN,Business,3800000,11400000,16,666,9000000,2400000,8000000,3800000,6.26,4,4, Approved
2202,31,Women,Single,self employed,RENT,Education,9300000,24600000,16,419,18100000,0,26700000,5100000,8.56,6,3, Rejected
2203,35,Women,Married,self employed,MORTGAGE,Vehicle,7200000,21900000,12,640,0,11400000,14600000,3800000,4.79,9,3, Approved
2204,26,Women,Married,student,MORTGAGE,Personal,7600000,19700000,12,545,4300000,5200000,29500000,7300000,9.05,7,2, Rejected
2205,69,Men,Married,student,MORTGAGE,Medical,4500000,15300000,10,843,13200000,6900000,10800000,2200000,0.08,4,3, Approved
2206,78,Women,Married,student,RENT,Medical,9900000,30900000,20,559,12100000,6100000,38600000,12100000,1.65,13,2, Approved
2207,61,Men,Married,employed,MORTGAGE,Home Renovation,700000,2000000,18,650,400000,1300000,2800000,500000,9.62,1,4, Approved
2208,47,Women,Single,employed,MORTGAGE,Business,3500000,12300000,16,479,9700000,6000000,7900000,4700000,2.07,18,4, Rejected
2209,27,Women,Single,employed,RENT,Vehicle,300000,1000000,14,324,100000,100000,1100000,100000,5.88,11,3, Rejected
2210,69,Women,Single,employed,MORTGAGE,Business,5400000,16700000,2,354,1100000,4500000,19300000,5200000,9.97,17,4, Approved
2211,65,Women,Single,self employed,RENT,Home Renovation,2800000,8400000,10,521,1500000,1200000,9100000,3700000,1.2,1,5, Rejected
2212,60,Women,Single,student,RENT,Medical,4900000,15900000,8,505,12400000,4900000,14900000,6100000,0.02,12,5, Rejected
2213,73,Men,Married,student,RENT,Business,600000,1700000,12,436,400000,0,1700000,700000,2.35,20,3, Rejected
2214,64,Men,Single,student,MORTGAGE,Education,3000000,8100000,6,683,3200000,4900000,10200000,3200000,5.75,14,4, Approved
2215,76,Men,Married,employed,MORTGAGE,Medical,1800000,5800000,18,348,2900000,700000,6700000,1000000,2.03,7,5, Rejected
2216,34,Men,Married,employed,RENT,Medical,5100000,15700000,6,867,11200000,8300000,19200000,3600000,5.7,6,4, Approved
2217,65,Men,Married,employed,OWN,Personal,1400000,4100000,14,880,3700000,1800000,2800000,2100000,7.63,16,2, Approved
2218,39,Women,Married,employed,OWN,Home Renovation,6700000,25500000,10,673,11100000,8600000,25100000,5000000,2.82,6,3, Approved
2219,22,Men,Single,employed,MORTGAGE,Medical,4300000,12600000,18,482,9300000,900000,13200000,6100000,6.42,4,1, Rejected
2220,75,Men,Single,self employed,MORTGAGE,Education,7800000,19600000,4,767,18100000,10500000,20500000,7700000,3.6,16,2, Approved
2221,69,Women,Single,self employed,OWN,Personal,5400000,15800000,18,760,12700000,2300000,16400000,7200000,6.66,7,3, Approved
2222,48,Women,Married,employed,RENT,Education,500000,1900000,2,857,1100000,500000,1800000,300000,2.49,8,5, Approved
2223,20,Women,Single,employed,RENT,Home Renovation,8600000,26700000,10,735,11800000,9100000,20700000,11200000,0.31,9,3, Approved
2224,59,Women,Single,self employed,OWN,Vehicle,2500000,9300000,4,810,2700000,3300000,9400000,3700000,2.77,15,2, Approved
2225,73,Women,Married,self employed,RENT,Medical,3000000,7200000,2,680,900000,3400000,9600000,1700000,4.58,15,2, Approved
2226,34,Men,Single,self employed,OWN,Business,7000000,26900000,4,889,1400000,4200000,22400000,7400000,1.04,10,3, Approved
2227,73,Men,Single,self employed,MORTGAGE,Vehicle,400000,1500000,16,688,400000,300000,1200000,200000,1.25,19,2, Approved
2228,24,Women,Single,self employed,RENT,Education,5200000,13700000,16,531,8800000,4500000,15700000,2900000,0.58,17,5, Rejected
2229,35,Men,Married,student,RENT,Education,3300000,11100000,2,660,6500000,3700000,12300000,4500000,6.42,5,4, Approved
2230,79,Women,Married,employed,RENT,Education,2400000,8800000,18,414,3600000,2200000,7100000,2500000,5.62,6,1, Rejected
2231,39,Men,Married,employed,OWN,Medical,5800000,15800000,14,528,6300000,100000,21400000,8700000,8.61,8,5, Rejected
2232,49,Men,Single,student,RENT,Education,9400000,20000000,12,817,3600000,1600000,34400000,8000000,9.93,3,3, Approved
2233,49,Men,Single,student,MORTGAGE,Medical,6100000,15300000,2,799,7100000,5500000,17800000,5300000,0.57,13,1, Approved
2234,76,Women,Married,student,RENT,Home Renovation,7500000,21400000,20,655,13000000,10300000,28100000,8100000,8.05,9,1, Approved
2235,53,Men,Single,student,RENT,Personal,4100000,16200000,6,546,3500000,3100000,15100000,3700000,8.11,8,1, Rejected
2236,65,Women,Married,student,OWN,Medical,8500000,30800000,14,745,11000000,8200000,19400000,7200000,8.64,1,1, Approved
2237,23,Men,Single,self employed,RENT,Vehicle,4300000,16900000,8,884,6500000,5400000,12000000,3700000,0.79,7,2, Approved
2238,49,Men,Married,employed,RENT,Business,9300000,22000000,4,822,20900000,10000000,24200000,12100000,5.22,2,2, Approved
2239,66,Men,Single,student,RENT,Personal,6000000,18700000,2,623,4300000,4000000,19100000,5700000,8.66,4,3, Approved
2240,70,Women,Married,self employed,RENT,Medical,5300000,18900000,16,361,300000,5000000,11900000,5500000,5.54,0,4, Rejected
2241,68,Men,Single,self employed,MORTGAGE,Business,7400000,16200000,2,778,17000000,2700000,19400000,9200000,1.4,17,2, Approved
2242,24,Women,Married,employed,MORTGAGE,Business,1100000,3800000,8,779,600000,1800000,4000000,1600000,4.36,2,5, Approved
2243,29,Women,Married,self employed,MORTGAGE,Home Renovation,6600000,20700000,4,594,4800000,200000,26400000,8900000,3.91,9,1, Approved
2244,46,Women,Married,self employed,OWN,Medical,8200000,28300000,2,530,15000000,10500000,20200000,12100000,8.09,11,2, Approved
2245,39,Women,Single,self employed,MORTGAGE,Vehicle,3300000,9300000,12,324,5300000,2600000,7500000,2000000,6.52,19,1, Rejected
2246,74,Men,Married,employed,OWN,Home Renovation,2500000,9000000,10,394,6700000,2000000,7300000,3000000,2.85,1,5, Rejected
2247,59,Men,Single,employed,RENT,Vehicle,3300000,10400000,12,816,7100000,6300000,11800000,4900000,7.74,17,2, Approved
2248,38,Men,Married,employed,MORTGAGE,Home Renovation,1000000,2300000,16,423,1700000,700000,2900000,1400000,0.22,13,5, Rejected
2249,38,Women,Married,self employed,MORTGAGE,Business,6200000,12800000,2,539,5600000,9800000,22300000,4800000,6.86,1,4, Rejected
2250,57,Women,Single,employed,OWN,Business,7000000,21000000,20,554,16900000,6600000,14600000,5600000,4.18,10,4, Approved
2251,28,Men,Single,self employed,MORTGAGE,Business,7000000,19000000,6,523,5300000,9300000,25800000,9500000,4.08,7,4, Rejected
2252,54,Men,Married,self employed,RENT,Business,5300000,12000000,10,852,400000,10400000,18900000,5000000,2.71,20,1, Approved
2253,28,Men,Single,student,RENT,Vehicle,1800000,3700000,2,505,3900000,2400000,4500000,1400000,8.49,2,2, Rejected
2254,42,Women,Single,self employed,OWN,Business,2300000,7900000,10,430,6600000,2800000,8100000,1900000,1.98,0,5, Rejected
2255,20,Women,Married,student,RENT,Medical,4000000,9200000,16,784,3200000,600000,13000000,4900000,0.55,12,2, Approved
2256,40,Women,Married,employed,OWN,Personal,8900000,24000000,6,380,16500000,7400000,27700000,7500000,3.56,3,1, Rejected
2257,35,Women,Single,self employed,RENT,Home Renovation,8000000,18600000,20,565,1600000,8600000,22500000,9400000,5.53,7,5, Approved
2258,44,Men,Married,self employed,RENT,Education,7900000,26900000,14,446,17900000,7300000,16500000,8200000,2.51,5,5, Rejected
2259,69,Men,Single,student,MORTGAGE,Medical,6700000,20200000,8,406,6900000,4900000,15300000,7100000,8.02,14,5, Rejected
2260,75,Men,Married,self employed,OWN,Home Renovation,2400000,6000000,6,712,6800000,2200000,6000000,1200000,8.67,13,5, Approved
2261,43,Women,Single,self employed,MORTGAGE,Education,8600000,22600000,14,729,300000,16200000,20500000,11900000,6.16,16,4, Approved
2262,31,Men,Single,student,OWN,Medical,5300000,14600000,20,508,11200000,2800000,17000000,4600000,1.16,5,1, Rejected
2263,28,Men,Single,student,MORTGAGE,Medical,7400000,24900000,20,648,7100000,7900000,23300000,6200000,7.28,6,1, Approved
2264,44,Women,Married,self employed,MORTGAGE,Personal,8700000,18700000,10,346,1200000,1800000,30700000,8200000,9.05,7,1, Rejected
2265,37,Women,Single,employed,OWN,Business,8200000,18500000,4,394,9600000,5700000,27400000,11100000,9.95,0,4, Rejected
2266,60,Women,Single,student,OWN,Medical,3700000,9700000,12,501,2600000,6600000,9200000,4600000,0.97,5,4, Rejected
2267,60,Men,Single,employed,RENT,Personal,9200000,36300000,2,655,3000000,1200000,32200000,8700000,2.65,18,5, Approved
2268,56,Women,Married,student,OWN,Medical,6100000,20900000,4,662,10200000,7000000,23300000,4100000,1.8,4,3, Approved
2269,49,Men,Single,employed,OWN,Home Renovation,8800000,30800000,20,820,700000,4800000,25900000,12700000,2.66,11,4, Approved
2270,45,Men,Married,self employed,RENT,Vehicle,9200000,18900000,10,521,8300000,14500000,23400000,6900000,0.46,0,3, Rejected
2271,71,Women,Single,self employed,MORTGAGE,Business,7200000,27900000,12,473,21100000,8800000,27800000,8700000,1.93,13,1, Rejected
2272,54,Men,Single,self employed,OWN,Home Renovation,600000,1200000,10,561,900000,300000,1400000,600000,6.81,11,5, Approved
2273,62,Men,Married,student,OWN,Home Renovation,8000000,23100000,20,461,5900000,2400000,29300000,7200000,4.5,3,2, Rejected
2274,41,Men,Single,employed,MORTGAGE,Home Renovation,6900000,13800000,16,715,2100000,6100000,20900000,8200000,6.23,7,4, Approved
2275,21,Women,Married,self employed,RENT,Vehicle,4300000,15600000,18,440,6200000,1300000,10000000,4700000,6.65,9,1, Rejected
2276,64,Men,Single,employed,MORTGAGE,Business,8500000,24900000,18,749,9600000,1200000,31700000,10100000,5.71,9,1, Approved
2277,49,Men,Married,student,OWN,Vehicle,8600000,17400000,2,787,11700000,10600000,18400000,10600000,2.26,11,4, Approved
2278,24,Men,Single,self employed,MORTGAGE,Medical,6300000,13900000,18,748,17700000,8800000,21700000,8600000,5.51,3,3, Approved
2279,30,Men,Married,self employed,OWN,Business,5800000,13600000,12,321,1700000,3300000,22300000,3400000,9.51,16,1, Rejected
2280,71,Men,Married,employed,MORTGAGE,Home Renovation,1000000,2300000,10,303,1000000,400000,2500000,1000000,3.27,9,5, Rejected
2281,53,Women,Married,student,MORTGAGE,Business,1700000,5400000,8,682,2400000,1000000,3900000,2100000,3.42,2,1, Approved
2282,50,Men,Married,student,OWN,Personal,3200000,8600000,18,638,1000000,4900000,8600000,3500000,4.47,12,2, Approved
2283,32,Women,Married,student,RENT,Medical,7500000,16600000,14,440,17200000,14500000,24100000,10300000,4.35,12,2, Rejected
2284,21,Men,Married,self employed,MORTGAGE,Personal,2000000,6600000,10,873,1400000,200000,6300000,2400000,2.92,11,5, Approved
2285,46,Women,Married,self employed,RENT,Education,9100000,19700000,20,437,6300000,13700000,23700000,12900000,3.81,6,4, Rejected
2286,40,Women,Married,student,RENT,Medical,8400000,19700000,8,796,17900000,9200000,20200000,7700000,4.8,1,4, Approved
2287,34,Women,Single,student,OWN,Personal,7100000,27200000,16,824,2400000,8000000,22400000,3900000,2.76,18,5, Approved
2288,39,Men,Married,student,MORTGAGE,Vehicle,200000,800000,6,338,100000,0,400000,100000,1.87,10,3, Rejected
2289,63,Men,Married,self employed,MORTGAGE,Education,5000000,14900000,12,575,12800000,1500000,12300000,6600000,6.0,14,2, Approved
2290,34,Women,Married,employed,RENT,Home Renovation,4500000,16900000,8,773,6300000,6800000,14000000,6000000,3.11,13,2, Approved
2291,27,Women,Single,student,RENT,Home Renovation,5100000,19700000,2,733,0,4500000,12900000,6200000,6.37,6,2, Approved
2292,75,Women,Married,student,OWN,Business,4100000,10600000,14,475,5400000,4300000,13900000,4500000,7.21,3,2, Rejected
2293,55,Women,Single,student,MORTGAGE,Home Renovation,7200000,15000000,10,677,10600000,3900000,24500000,4100000,8.28,6,5, Approved
2294,69,Men,Married,self employed,RENT,Business,7800000,17700000,6,403,12600000,3700000,24700000,10000000,7.91,11,2, Rejected
2295,80,Women,Single,self employed,RENT,Education,7500000,25300000,12,767,13200000,10800000,19400000,9600000,9.64,2,2, Approved
2296,52,Men,Single,employed,OWN,Vehicle,6400000,21000000,2,813,3900000,10900000,20500000,4400000,4.05,18,4, Approved
2297,67,Men,Married,employed,RENT,Personal,7000000,25700000,20,597,19900000,13500000,27500000,10100000,2.48,0,1, Approved
2298,48,Women,Single,self employed,OWN,Business,9000000,31100000,8,896,7100000,4400000,23400000,13100000,5.02,2,1, Approved
2299,22,Women,Married,employed,OWN,Vehicle,4400000,13900000,6,810,13200000,4200000,15000000,5200000,4.41,6,5, Approved
2300,20,Women,Married,student,MORTGAGE,Home Renovation,900000,2000000,14,337,1700000,0,2100000,600000,7.71,4,4, Rejected
2301,58,Men,Single,employed,OWN,Home Renovation,9800000,26900000,18,792,15900000,14100000,25200000,11900000,7.59,11,5, Approved
2302,48,Men,Single,self employed,RENT,Medical,600000,1600000,6,784,300000,100000,1900000,500000,1.0,20,5, Approved
2303,23,Women,Married,self employed,OWN,Vehicle,9700000,30100000,12,434,19600000,17900000,21000000,6900000,8.79,1,1, Rejected
2304,62,Women,Married,student,MORTGAGE,Education,8400000,32600000,10,384,13900000,1600000,21600000,7000000,5.84,20,3, Rejected
2305,79,Women,Single,student,OWN,Business,8300000,24900000,10,642,11500000,15400000,21600000,5800000,1.65,20,2, Approved
2306,25,Women,Single,self employed,RENT,Personal,7900000,29900000,8,314,22000000,4600000,26000000,8100000,4.06,9,4, Rejected
2307,69,Men,Single,student,RENT,Medical,8600000,25900000,2,606,3700000,14900000,32700000,12200000,1.56,4,2, Approved
2308,66,Men,Single,employed,RENT,Home Renovation,6700000,17600000,14,843,12700000,200000,19500000,5600000,2.27,19,5, Approved
2309,44,Women,Single,student,OWN,Business,2700000,7400000,10,778,6800000,800000,5600000,2800000,5.91,5,2, Approved
2310,37,Women,Single,self employed,RENT,Education,6600000,25600000,8,718,12600000,12200000,21700000,9000000,9.81,4,3, Approved
2311,38,Men,Single,student,OWN,Personal,7100000,20800000,20,437,9600000,7300000,24700000,8800000,9.76,6,2, Rejected
2312,57,Men,Married,self employed,OWN,Business,300000,700000,10,586,0,400000,1000000,100000,8.44,12,3, Approved
2313,70,Women,Married,self employed,OWN,Medical,2200000,7000000,6,777,6100000,400000,4400000,3300000,5.67,12,2, Approved
2314,70,Women,Single,self employed,MORTGAGE,Education,8700000,31700000,12,525,7800000,10200000,30300000,6100000,5.64,1,5, Rejected
2315,75,Men,Married,student,RENT,Personal,7200000,23100000,12,632,4600000,8500000,19400000,4400000,4.61,2,4, Approved
2316,73,Men,Single,student,RENT,Personal,2000000,4800000,20,337,1300000,2200000,5500000,1700000,9.96,3,5, Rejected
2317,34,Women,Married,self employed,MORTGAGE,Personal,8600000,27900000,8,458,22400000,1800000,34000000,11700000,5.32,2,5, Rejected
2318,21,Men,Single,self employed,MORTGAGE,Education,2300000,5400000,8,364,4500000,500000,7000000,2000000,8.21,12,2, Rejected
2319,70,Men,Married,self employed,OWN,Vehicle,9600000,29800000,16,499,28500000,6300000,31800000,7400000,2.44,1,5, Rejected
2320,57,Men,Single,self employed,OWN,Vehicle,1900000,6500000,16,887,2000000,1200000,4500000,1700000,9.87,5,3, Approved
2321,72,Women,Single,employed,OWN,Vehicle,2100000,6300000,16,882,3900000,2200000,7700000,2900000,2.02,20,2, Approved
2322,38,Women,Single,self employed,MORTGAGE,Home Renovation,3900000,8700000,8,817,900000,2500000,10700000,2100000,3.38,12,2, Approved
2323,75,Men,Single,self employed,MORTGAGE,Medical,200000,300000,10,704,500000,100000,800000,200000,6.53,8,2, Approved
2324,66,Women,Married,self employed,MORTGAGE,Vehicle,1900000,4500000,12,742,1200000,2000000,4400000,1200000,2.68,17,3, Approved
2325,68,Men,Single,employed,MORTGAGE,Personal,3200000,11600000,4,393,4700000,300000,8000000,3100000,5.43,4,4, Approved
2326,50,Men,Married,self employed,RENT,Personal,1100000,4300000,18,828,700000,800000,2900000,900000,7.63,17,2, Approved
2327,68,Women,Married,student,OWN,Personal,8000000,21500000,12,779,2600000,15100000,29800000,10400000,8.71,9,5, Approved
2328,58,Women,Single,self employed,OWN,Business,6100000,21700000,6,860,13900000,900000,14100000,5600000,1.07,10,5, Approved
2329,57,Women,Single,employed,MORTGAGE,Home Renovation,3200000,10600000,2,432,6500000,3700000,11200000,3700000,3.9,15,2, Approved
2330,45,Men,Single,student,RENT,Business,9000000,30400000,20,532,21000000,7400000,30500000,13100000,2.53,2,3, Rejected
2331,72,Men,Married,student,OWN,Vehicle,1200000,3200000,2,678,1500000,1000000,3400000,900000,6.02,2,3, Approved
2332,76,Men,Married,self employed,MORTGAGE,Vehicle,7900000,27000000,6,601,17700000,7800000,27600000,11500000,9.44,10,4, Approved
2333,53,Women,Single,student,OWN,Vehicle,7700000,23100000,8,807,2900000,9800000,20400000,7000000,9.74,3,5, Approved
2334,58,Women,Single,student,MORTGAGE,Medical,4400000,16500000,16,879,7800000,7500000,10300000,5400000,2.57,7,2, Approved
2335,25,Women,Married,employed,OWN,Home Renovation,3100000,11200000,18,665,2000000,5400000,12000000,2500000,4.9,17,5, Approved
2336,30,Men,Married,student,RENT,Home Renovation,2600000,9300000,16,697,5100000,1200000,7700000,3700000,1.46,11,4, Approved
2337,80,Women,Married,employed,RENT,Home Renovation,5500000,21700000,14,867,5000000,8700000,15200000,3100000,2.74,16,3, Approved
2338,68,Men,Married,student,MORTGAGE,Medical,5700000,15500000,8,544,10500000,8700000,20900000,7000000,2.07,1,5, Rejected
2339,26,Men,Single,student,OWN,Personal,6100000,20700000,20,482,9400000,2000000,16900000,5900000,7.99,17,3, Rejected
2340,63,Men,Married,student,OWN,Education,8200000,22500000,18,857,13400000,14300000,28400000,8400000,4.1,6,3, Approved
2341,52,Women,Single,employed,RENT,Personal,6000000,21200000,12,549,17900000,8200000,16900000,6200000,1.42,13,3, Rejected
2342,72,Men,Single,student,OWN,Business,8000000,30600000,10,720,23700000,8500000,24900000,9700000,0.15,8,4, Approved
2343,54,Men,Married,student,OWN,Vehicle,2000000,4800000,8,302,1500000,800000,4000000,2600000,9.43,12,1, Rejected
2344,59,Women,Single,employed,MORTGAGE,Personal,1300000,2900000,12,669,400000,1700000,3900000,1800000,7.66,16,4, Approved
2345,33,Men,Single,student,MORTGAGE,Business,7000000,27100000,6,591,6700000,12200000,21500000,4900000,0.67,17,1, Approved
2346,55,Women,Single,employed,MORTGAGE,Vehicle,4100000,15300000,6,440,7500000,5100000,8200000,2000000,5.28,14,5, Rejected
2347,37,Men,Married,employed,MORTGAGE,Vehicle,8000000,26200000,16,890,15800000,4300000,25000000,4000000,5.37,13,4, Approved
2348,27,Men,Married,self employed,MORTGAGE,Medical,8100000,28000000,8,663,8800000,11300000,26000000,5500000,8.52,14,3, Approved
2349,41,Women,Married,self employed,MORTGAGE,Personal,9500000,22600000,14,433,10000000,900000,23100000,13400000,1.18,4,2, Rejected
2350,74,Men,Married,employed,OWN,Personal,9200000,22500000,10,317,14200000,17400000,28500000,10700000,0.55,2,4, Rejected
2351,27,Women,Married,employed,MORTGAGE,Medical,3900000,14700000,16,360,2600000,200000,8300000,2900000,9.61,10,4, Rejected
2352,64,Men,Married,student,MORTGAGE,Vehicle,9100000,26200000,8,727,20800000,7100000,27800000,8900000,2.3,0,1, Approved
2353,60,Men,Married,employed,RENT,Vehicle,3000000,8300000,4,685,2900000,5400000,11300000,3800000,5.01,14,5, Approved
2354,67,Women,Single,student,RENT,Personal,2000000,4300000,8,373,2000000,2700000,7700000,2200000,5.13,7,1, Rejected
2355,61,Men,Married,self employed,MORTGAGE,Education,6300000,14600000,8,469,13300000,10100000,24500000,3800000,6.68,10,3, Rejected
2356,68,Men,Married,student,OWN,Personal,4100000,10900000,8,548,8800000,5200000,13200000,4300000,1.35,8,2, Rejected
2357,20,Women,Single,student,RENT,Business,9800000,29400000,20,618,1200000,14600000,33800000,8300000,1.04,5,2, Approved
2358,60,Women,Single,self employed,OWN,Business,5200000,15400000,8,658,1200000,7500000,12800000,3200000,4.68,17,4, Approved
2359,80,Men,Married,student,OWN,Home Renovation,7600000,28700000,18,781,21300000,12400000,29600000,8000000,5.04,11,4, Approved
2360,56,Women,Single,self employed,RENT,Medical,9200000,35500000,2,715,11100000,11800000,19800000,11700000,8.35,20,2, Approved
2361,75,Men,Single,employed,MORTGAGE,Medical,2200000,8100000,4,409,300000,0,4900000,2400000,0.14,2,2, Rejected
